file_name,d1p,d1v,file_name_with_full_attributes
slider/test/section_05_0000.wav,f-n,A,slider/test/section_05_source_test_normal_0000_f-n_A.wav
slider/test/section_05_0001.wav,f-n,B,slider/test/section_05_source_test_normal_0001_f-n_B.wav
slider/test/section_05_0002.wav,f-n,D,slider/test/section_05_target_test_anomaly_0002_f-n_D.wav
slider/test/section_05_0003.wav,f-n,A,slider/test/section_05_source_test_anomaly_0003_f-n_A.wav
slider/test/section_05_0004.wav,f-n,B,slider/test/section_05_source_test_normal_0004_f-n_B.wav
slider/test/section_05_0005.wav,f-n,D,slider/test/section_05_target_test_normal_0005_f-n_D.wav
slider/test/section_05_0006.wav,f-n,D,slider/test/section_05_target_test_anomaly_0006_f-n_D.wav
slider/test/section_05_0007.wav,f-n,B,slider/test/section_05_source_test_normal_0007_f-n_B.wav
slider/test/section_05_0008.wav,f-n,D,slider/test/section_05_target_test_anomaly_0008_f-n_D.wav
slider/test/section_05_0009.wav,f-n,D,slider/test/section_05_target_test_normal_0009_f-n_D.wav
slider/test/section_05_0010.wav,f-n,D,slider/test/section_05_target_test_normal_0010_f-n_D.wav
slider/test/section_05_0011.wav,f-n,D,slider/test/section_05_target_test_anomaly_0011_f-n_D.wav
slider/test/section_05_0012.wav,f-n,B,slider/test/section_05_source_test_normal_0012_f-n_B.wav
slider/test/section_05_0013.wav,f-n,A,slider/test/section_05_source_test_normal_0013_f-n_A.wav
slider/test/section_05_0014.wav,f-n,D,slider/test/section_05_target_test_anomaly_0014_f-n_D.wav
slider/test/section_05_0015.wav,f-n,D,slider/test/section_05_target_test_normal_0015_f-n_D.wav
slider/test/section_05_0016.wav,f-n,B,slider/test/section_05_source_test_normal_0016_f-n_B.wav
slider/test/section_05_0017.wav,f-n,B,slider/test/section_05_source_test_normal_0017_f-n_B.wav
slider/test/section_05_0018.wav,f-n,B,slider/test/section_05_source_test_normal_0018_f-n_B.wav
slider/test/section_05_0019.wav,f-n,D,slider/test/section_05_target_test_normal_0019_f-n_D.wav
slider/test/section_05_0020.wav,f-n,B,slider/test/section_05_source_test_anomaly_0020_f-n_B.wav
slider/test/section_05_0021.wav,f-n,A,slider/test/section_05_source_test_normal_0021_f-n_A.wav
slider/test/section_05_0022.wav,f-n,B,slider/test/section_05_source_test_normal_0022_f-n_B.wav
slider/test/section_05_0023.wav,f-n,D,slider/test/section_05_target_test_normal_0023_f-n_D.wav
slider/test/section_05_0024.wav,f-n,D,slider/test/section_05_target_test_anomaly_0024_f-n_D.wav
slider/test/section_05_0025.wav,f-n,D,slider/test/section_05_target_test_normal_0025_f-n_D.wav
slider/test/section_05_0026.wav,f-n,A,slider/test/section_05_source_test_anomaly_0026_f-n_A.wav
slider/test/section_05_0027.wav,f-n,B,slider/test/section_05_source_test_anomaly_0027_f-n_B.wav
slider/test/section_05_0028.wav,f-n,D,slider/test/section_05_target_test_normal_0028_f-n_D.wav
slider/test/section_05_0029.wav,f-n,A,slider/test/section_05_source_test_normal_0029_f-n_A.wav
slider/test/section_05_0030.wav,f-n,D,slider/test/section_05_target_test_anomaly_0030_f-n_D.wav
slider/test/section_05_0031.wav,f-n,D,slider/test/section_05_target_test_anomaly_0031_f-n_D.wav
slider/test/section_05_0032.wav,f-n,D,slider/test/section_05_target_test_anomaly_0032_f-n_D.wav
slider/test/section_05_0033.wav,f-n,A,slider/test/section_05_source_test_normal_0033_f-n_A.wav
slider/test/section_05_0034.wav,f-n,B,slider/test/section_05_source_test_anomaly_0034_f-n_B.wav
slider/test/section_05_0035.wav,f-n,A,slider/test/section_05_source_test_anomaly_0035_f-n_A.wav
slider/test/section_05_0036.wav,f-n,B,slider/test/section_05_source_test_normal_0036_f-n_B.wav
slider/test/section_05_0037.wav,f-n,D,slider/test/section_05_target_test_anomaly_0037_f-n_D.wav
slider/test/section_05_0038.wav,f-n,D,slider/test/section_05_target_test_anomaly_0038_f-n_D.wav
slider/test/section_05_0039.wav,f-n,B,slider/test/section_05_source_test_normal_0039_f-n_B.wav
slider/test/section_05_0040.wav,f-n,B,slider/test/section_05_source_test_anomaly_0040_f-n_B.wav
slider/test/section_05_0041.wav,f-n,A,slider/test/section_05_source_test_normal_0041_f-n_A.wav
slider/test/section_05_0042.wav,f-n,D,slider/test/section_05_target_test_normal_0042_f-n_D.wav
slider/test/section_05_0043.wav,f-n,D,slider/test/section_05_target_test_normal_0043_f-n_D.wav
slider/test/section_05_0044.wav,f-n,D,slider/test/section_05_target_test_normal_0044_f-n_D.wav
slider/test/section_05_0045.wav,f-n,D,slider/test/section_05_target_test_normal_0045_f-n_D.wav
slider/test/section_05_0046.wav,f-n,A,slider/test/section_05_source_test_anomaly_0046_f-n_A.wav
slider/test/section_05_0047.wav,f-n,D,slider/test/section_05_target_test_normal_0047_f-n_D.wav
slider/test/section_05_0048.wav,f-n,B,slider/test/section_05_source_test_anomaly_0048_f-n_B.wav
slider/test/section_05_0049.wav,f-n,A,slider/test/section_05_source_test_normal_0049_f-n_A.wav
slider/test/section_05_0050.wav,f-n,D,slider/test/section_05_target_test_anomaly_0050_f-n_D.wav
slider/test/section_05_0051.wav,f-n,B,slider/test/section_05_source_test_anomaly_0051_f-n_B.wav
slider/test/section_05_0052.wav,f-n,B,slider/test/section_05_source_test_anomaly_0052_f-n_B.wav
slider/test/section_05_0053.wav,f-n,D,slider/test/section_05_target_test_normal_0053_f-n_D.wav
slider/test/section_05_0054.wav,f-n,A,slider/test/section_05_source_test_anomaly_0054_f-n_A.wav
slider/test/section_05_0055.wav,f-n,D,slider/test/section_05_target_test_anomaly_0055_f-n_D.wav
slider/test/section_05_0056.wav,f-n,D,slider/test/section_05_target_test_normal_0056_f-n_D.wav
slider/test/section_05_0057.wav,f-n,D,slider/test/section_05_target_test_anomaly_0057_f-n_D.wav
slider/test/section_05_0058.wav,f-n,B,slider/test/section_05_source_test_normal_0058_f-n_B.wav
slider/test/section_05_0059.wav,f-n,A,slider/test/section_05_source_test_anomaly_0059_f-n_A.wav
slider/test/section_05_0060.wav,f-n,D,slider/test/section_05_target_test_anomaly_0060_f-n_D.wav
slider/test/section_05_0061.wav,f-n,A,slider/test/section_05_source_test_normal_0061_f-n_A.wav
slider/test/section_05_0062.wav,f-n,D,slider/test/section_05_target_test_normal_0062_f-n_D.wav
slider/test/section_05_0063.wav,f-n,D,slider/test/section_05_target_test_anomaly_0063_f-n_D.wav
slider/test/section_05_0064.wav,f-n,A,slider/test/section_05_source_test_anomaly_0064_f-n_A.wav
slider/test/section_05_0065.wav,f-n,B,slider/test/section_05_source_test_anomaly_0065_f-n_B.wav
slider/test/section_05_0066.wav,f-n,D,slider/test/section_05_target_test_anomaly_0066_f-n_D.wav
slider/test/section_05_0067.wav,f-n,A,slider/test/section_05_source_test_anomaly_0067_f-n_A.wav
slider/test/section_05_0068.wav,f-n,A,slider/test/section_05_source_test_anomaly_0068_f-n_A.wav
slider/test/section_05_0069.wav,f-n,B,slider/test/section_05_source_test_normal_0069_f-n_B.wav
slider/test/section_05_0070.wav,f-n,A,slider/test/section_05_source_test_normal_0070_f-n_A.wav
slider/test/section_05_0071.wav,f-n,D,slider/test/section_05_target_test_normal_0071_f-n_D.wav
slider/test/section_05_0072.wav,f-n,A,slider/test/section_05_source_test_normal_0072_f-n_A.wav
slider/test/section_05_0073.wav,f-n,D,slider/test/section_05_target_test_anomaly_0073_f-n_D.wav
slider/test/section_05_0074.wav,f-n,D,slider/test/section_05_target_test_anomaly_0074_f-n_D.wav
slider/test/section_05_0075.wav,f-n,B,slider/test/section_05_source_test_normal_0075_f-n_B.wav
slider/test/section_05_0076.wav,f-n,D,slider/test/section_05_target_test_normal_0076_f-n_D.wav
slider/test/section_05_0077.wav,f-n,D,slider/test/section_05_target_test_normal_0077_f-n_D.wav
slider/test/section_05_0078.wav,f-n,B,slider/test/section_05_source_test_normal_0078_f-n_B.wav
slider/test/section_05_0079.wav,f-n,B,slider/test/section_05_source_test_normal_0079_f-n_B.wav
slider/test/section_05_0080.wav,f-n,D,slider/test/section_05_target_test_anomaly_0080_f-n_D.wav
slider/test/section_05_0081.wav,f-n,D,slider/test/section_05_target_test_anomaly_0081_f-n_D.wav
slider/test/section_05_0082.wav,f-n,D,slider/test/section_05_target_test_normal_0082_f-n_D.wav
slider/test/section_05_0083.wav,f-n,A,slider/test/section_05_source_test_normal_0083_f-n_A.wav
slider/test/section_05_0084.wav,f-n,D,slider/test/section_05_target_test_anomaly_0084_f-n_D.wav
slider/test/section_05_0085.wav,f-n,D,slider/test/section_05_target_test_anomaly_0085_f-n_D.wav
slider/test/section_05_0086.wav,f-n,B,slider/test/section_05_source_test_normal_0086_f-n_B.wav
slider/test/section_05_0087.wav,f-n,B,slider/test/section_05_source_test_normal_0087_f-n_B.wav
slider/test/section_05_0088.wav,f-n,D,slider/test/section_05_target_test_normal_0088_f-n_D.wav
slider/test/section_05_0089.wav,f-n,B,slider/test/section_05_source_test_anomaly_0089_f-n_B.wav
slider/test/section_05_0090.wav,f-n,B,slider/test/section_05_source_test_anomaly_0090_f-n_B.wav
slider/test/section_05_0091.wav,f-n,A,slider/test/section_05_source_test_normal_0091_f-n_A.wav
slider/test/section_05_0092.wav,f-n,A,slider/test/section_05_source_test_anomaly_0092_f-n_A.wav
slider/test/section_05_0093.wav,f-n,D,slider/test/section_05_target_test_normal_0093_f-n_D.wav
slider/test/section_05_0094.wav,f-n,D,slider/test/section_05_target_test_anomaly_0094_f-n_D.wav
slider/test/section_05_0095.wav,f-n,A,slider/test/section_05_source_test_anomaly_0095_f-n_A.wav
slider/test/section_05_0096.wav,f-n,D,slider/test/section_05_target_test_anomaly_0096_f-n_D.wav
slider/test/section_05_0097.wav,f-n,D,slider/test/section_05_target_test_normal_0097_f-n_D.wav
slider/test/section_05_0098.wav,f-n,D,slider/test/section_05_target_test_normal_0098_f-n_D.wav
slider/test/section_05_0099.wav,f-n,D,slider/test/section_05_target_test_anomaly_0099_f-n_D.wav
