file_name,d1p,d1v,file_name_with_full_attributes
fan/test/section_04_0000.wav,f-n,B,fan/test/section_04_source_test_normal_0000_f-n_B.wav
fan/test/section_04_0001.wav,f-n,A,fan/test/section_04_source_test_anomaly_0001_f-n_A.wav
fan/test/section_04_0002.wav,f-n,D,fan/test/section_04_target_test_normal_0002_f-n_D.wav
fan/test/section_04_0003.wav,f-n,B,fan/test/section_04_source_test_anomaly_0003_f-n_B.wav
fan/test/section_04_0004.wav,f-n,D,fan/test/section_04_target_test_anomaly_0004_f-n_D.wav
fan/test/section_04_0005.wav,f-n,D,fan/test/section_04_target_test_normal_0005_f-n_D.wav
fan/test/section_04_0006.wav,f-n,D,fan/test/section_04_target_test_normal_0006_f-n_D.wav
fan/test/section_04_0007.wav,f-n,D,fan/test/section_04_target_test_normal_0007_f-n_D.wav
fan/test/section_04_0008.wav,f-n,A,fan/test/section_04_source_test_normal_0008_f-n_A.wav
fan/test/section_04_0009.wav,f-n,D,fan/test/section_04_target_test_anomaly_0009_f-n_D.wav
fan/test/section_04_0010.wav,f-n,B,fan/test/section_04_source_test_normal_0010_f-n_B.wav
fan/test/section_04_0011.wav,f-n,D,fan/test/section_04_target_test_normal_0011_f-n_D.wav
fan/test/section_04_0012.wav,f-n,D,fan/test/section_04_target_test_normal_0012_f-n_D.wav
fan/test/section_04_0013.wav,f-n,B,fan/test/section_04_source_test_anomaly_0013_f-n_B.wav
fan/test/section_04_0014.wav,f-n,B,fan/test/section_04_source_test_anomaly_0014_f-n_B.wav
fan/test/section_04_0015.wav,f-n,B,fan/test/section_04_source_test_anomaly_0015_f-n_B.wav
fan/test/section_04_0016.wav,f-n,B,fan/test/section_04_source_test_anomaly_0016_f-n_B.wav
fan/test/section_04_0017.wav,f-n,D,fan/test/section_04_target_test_anomaly_0017_f-n_D.wav
fan/test/section_04_0018.wav,f-n,A,fan/test/section_04_source_test_anomaly_0018_f-n_A.wav
fan/test/section_04_0019.wav,f-n,D,fan/test/section_04_target_test_anomaly_0019_f-n_D.wav
fan/test/section_04_0020.wav,f-n,D,fan/test/section_04_target_test_normal_0020_f-n_D.wav
