file_name,d1p,d1v,file_name_with_full_attributes
bearing/test/section_03_0000.wav,vel,21,bearing/test/section_03_source_test_normal_0000_vel_21.wav
bearing/test/section_03_0001.wav,vel,25,bearing/test/section_03_target_test_anomaly_0001_vel_25.wav
bearing/test/section_03_0002.wav,vel,9,bearing/test/section_03_source_test_normal_0002_vel_9.wav
bearing/test/section_03_0003.wav,vel,19,bearing/test/section_03_target_test_normal_0003_vel_19.wav
bearing/test/section_03_0004.wav,vel,1,bearing/test/section_03_target_test_normal_0004_vel_1.wav
bearing/test/section_03_0005.wav,vel,17,bearing/test/section_03_source_test_anomaly_0005_vel_17.wav
bearing/test/section_03_0006.wav,vel,9,bearing/test/section_03_source_test_anomaly_0006_vel_9.wav
bearing/test/section_03_0007.wav,vel,1,bearing/test/section_03_target_test_anomaly_0007_vel_1.wav
bearing/test/section_03_0008.wav,vel,23,bearing/test/section_03_target_test_normal_0008_vel_23.wav
bearing/test/section_03_0009.wav,vel,17,bearing/test/section_03_source_test_normal_0009_vel_17.wav
bearing/test/section_03_0010.wav,vel,5,bearing/test/section_03_source_test_normal_0010_vel_5.wav
bearing/test/section_03_0011.wav,vel,21,bearing/test/section_03_source_test_anomaly_0011_vel_21.wav
bearing/test/section_03_0012.wav,vel,9,bearing/test/section_03_source_test_anomaly_0012_vel_9.wav
bearing/test/section_03_0013.wav,vel,3,bearing/test/section_03_target_test_anomaly_0013_vel_3.wav
bearing/test/section_03_0014.wav,vel,11,bearing/test/section_03_target_test_anomaly_0014_vel_11.wav
bearing/test/section_03_0015.wav,vel,15,bearing/test/section_03_target_test_anomaly_0015_vel_15.wav
bearing/test/section_03_0016.wav,vel,17,bearing/test/section_03_source_test_anomaly_0016_vel_17.wav
bearing/test/section_03_0017.wav,vel,15,bearing/test/section_03_target_test_anomaly_0017_vel_15.wav
bearing/test/section_03_0018.wav,vel,9,bearing/test/section_03_source_test_anomaly_0018_vel_9.wav
bearing/test/section_03_0019.wav,vel,7,bearing/test/section_03_target_test_anomaly_0019_vel_7.wav
bearing/test/section_03_0020.wav,vel,15,bearing/test/section_03_target_test_normal_0020_vel_15.wav
bearing/test/section_03_0021.wav,vel,13,bearing/test/section_03_source_test_anomaly_0021_vel_13.wav
bearing/test/section_03_0022.wav,vel,11,bearing/test/section_03_target_test_anomaly_0022_vel_11.wav
bearing/test/section_03_0023.wav,vel,11,bearing/test/section_03_target_test_normal_0023_vel_11.wav
bearing/test/section_03_0024.wav,vel,3,bearing/test/section_03_target_test_anomaly_0024_vel_3.wav
bearing/test/section_03_0025.wav,vel,5,bearing/test/section_03_source_test_normal_0025_vel_5.wav
bearing/test/section_03_0026.wav,vel,21,bearing/test/section_03_source_test_normal_0026_vel_21.wav
bearing/test/section_03_0027.wav,vel,11,bearing/test/section_03_target_test_anomaly_0027_vel_11.wav
bearing/test/section_03_0028.wav,vel,15,bearing/test/section_03_target_test_normal_0028_vel_15.wav
bearing/test/section_03_0029.wav,vel,23,bearing/test/section_03_target_test_anomaly_0029_vel_23.wav
bearing/test/section_03_0030.wav,vel,23,bearing/test/section_03_target_test_anomaly_0030_vel_23.wav
bearing/test/section_03_0031.wav,vel,13,bearing/test/section_03_source_test_normal_0031_vel_13.wav
bearing/test/section_03_0032.wav,vel,19,bearing/test/section_03_target_test_normal_0032_vel_19.wav
bearing/test/section_03_0033.wav,vel,5,bearing/test/section_03_source_test_anomaly_0033_vel_5.wav
bearing/test/section_03_0034.wav,vel,21,bearing/test/section_03_source_test_anomaly_0034_vel_21.wav
bearing/test/section_03_0035.wav,vel,25,bearing/test/section_03_target_test_anomaly_0035_vel_25.wav
bearing/test/section_03_0036.wav,vel,13,bearing/test/section_03_source_test_normal_0036_vel_13.wav
bearing/test/section_03_0037.wav,vel,11,bearing/test/section_03_target_test_normal_0037_vel_11.wav
