file_name,d1p,d1v,file_name_with_full_attributes
bearing/test/section_05_0000.wav,f-n,A,bearing/test/section_05_source_test_anomaly_0000_vel_10_f-n_A.wav
bearing/test/section_05_0001.wav,f-n,B,bearing/test/section_05_source_test_anomaly_0001_vel_10_f-n_B.wav
bearing/test/section_05_0002.wav,f-n,B,bearing/test/section_05_source_test_normal_0002_vel_2_f-n_B.wav
bearing/test/section_05_0003.wav,f-n,A,bearing/test/section_05_source_test_normal_0003_vel_2_f-n_A.wav
bearing/test/section_05_0004.wav,f-n,D,bearing/test/section_05_target_test_anomaly_0004_vel_10_f-n_D.wav
bearing/test/section_05_0005.wav,f-n,D,bearing/test/section_05_target_test_normal_0005_vel_10_f-n_D.wav
bearing/test/section_05_0006.wav,f-n,D,bearing/test/section_05_target_test_anomaly_0006_vel_10_f-n_D.wav
bearing/test/section_05_0007.wav,f-n,A,bearing/test/section_05_source_test_normal_0007_vel_10_f-n_A.wav
bearing/test/section_05_0008.wav,f-n,A,bearing/test/section_05_source_test_anomaly_0008_vel_10_f-n_A.wav
bearing/test/section_05_0009.wav,f-n,A,bearing/test/section_05_source_test_anomaly_0009_vel_10_f-n_A.wav
bearing/test/section_05_0010.wav,f-n,A,bearing/test/section_05_source_test_normal_0010_vel_2_f-n_A.wav
bearing/test/section_05_0011.wav,f-n,D,bearing/test/section_05_target_test_normal_0011_vel_2_f-n_D.wav
bearing/test/section_05_0012.wav,f-n,D,bearing/test/section_05_target_test_normal_0012_vel_2_f-n_D.wav
bearing/test/section_05_0013.wav,f-n,D,bearing/test/section_05_target_test_normal_0013_vel_10_f-n_D.wav
bearing/test/section_05_0014.wav,f-n,D,bearing/test/section_05_target_test_anomaly_0014_vel_10_f-n_D.wav
bearing/test/section_05_0015.wav,f-n,A,bearing/test/section_05_source_test_normal_0015_vel_10_f-n_A.wav
bearing/test/section_05_0016.wav,f-n,D,bearing/test/section_05_target_test_normal_0016_vel_10_f-n_D.wav
bearing/test/section_05_0017.wav,f-n,D,bearing/test/section_05_target_test_normal_0017_vel_10_f-n_D.wav
bearing/test/section_05_0018.wav,f-n,D,bearing/test/section_05_target_test_anomaly_0018_vel_2_f-n_D.wav
bearing/test/section_05_0019.wav,f-n,D,bearing/test/section_05_target_test_anomaly_0019_vel_2_f-n_D.wav
bearing/test/section_05_0020.wav,f-n,D,bearing/test/section_05_target_test_anomaly_0020_vel_2_f-n_D.wav
bearing/test/section_05_0021.wav,f-n,B,bearing/test/section_05_source_test_normal_0021_vel_10_f-n_B.wav
bearing/test/section_05_0022.wav,f-n,D,bearing/test/section_05_target_test_anomaly_0022_vel_10_f-n_D.wav
bearing/test/section_05_0023.wav,f-n,D,bearing/test/section_05_target_test_normal_0023_vel_2_f-n_D.wav
bearing/test/section_05_0024.wav,f-n,B,bearing/test/section_05_source_test_anomaly_0024_vel_2_f-n_B.wav
bearing/test/section_05_0025.wav,f-n,D,bearing/test/section_05_target_test_normal_0025_vel_10_f-n_D.wav
bearing/test/section_05_0026.wav,f-n,A,bearing/test/section_05_source_test_normal_0026_vel_2_f-n_A.wav
bearing/test/section_05_0027.wav,f-n,D,bearing/test/section_05_target_test_anomaly_0027_vel_2_f-n_D.wav
bearing/test/section_05_0028.wav,f-n,B,bearing/test/section_05_source_test_anomaly_0028_vel_10_f-n_B.wav
bearing/test/section_05_0029.wav,f-n,A,bearing/test/section_05_source_test_anomaly_0029_vel_2_f-n_A.wav
bearing/test/section_05_0030.wav,f-n,A,bearing/test/section_05_source_test_normal_0030_vel_10_f-n_A.wav
bearing/test/section_05_0031.wav,f-n,B,bearing/test/section_05_source_test_normal_0031_vel_10_f-n_B.wav
bearing/test/section_05_0032.wav,f-n,B,bearing/test/section_05_source_test_normal_0032_vel_10_f-n_B.wav
bearing/test/section_05_0033.wav,f-n,A,bearing/test/section_05_source_test_anomaly_0033_vel_2_f-n_A.wav
bearing/test/section_05_0034.wav,f-n,D,bearing/test/section_05_target_test_anomaly_0034_vel_10_f-n_D.wav
